cluster_postcode,entity_1_kvk,entity_1_name,entity_1_insolvency,entity_1_bankruptcy_date,entity_2_kvk,entity_2_name,entity_2_insolvency,entity_2_bankruptcy_date,shared_sbi_codes,signals,name_similarity
5231DC,77539974,Certitudo Bunnik Campus Holding B.V.,F.01/23/294,2023-10-10,67210805,Certitudo Offices I B.V.,F.01/24/15,2024-01-10,,same_postcode;name_sim_0.60,0.60
5231DC,77679016,Certitudo Parking I B.V.,F.01/23/320,2023-10-18,61927724,Certitudo Apeldoorn City B.V.,F.01/23/364,2023-11-22,,same_postcode;name_sim_0.60,0.60
5231DC,77679016,Certitudo Parking I B.V.,F.01/23/320,2023-10-18,71166572,Certitudo Property XXXVI B.V.,F.01/23/393,2023-12-20,,same_postcode;name_sim_0.60,0.60
5231DC,17184447,Certitudo Vastgoed II B.V.,F.01/23/335,2023-11-01,66561043,Certitudo Property XIX B.V.,F.01/23/358,2023-11-15,,same_postcode;name_sim_0.60,0.60
5231DC,77091655,Certitudo Tilburg City B.V.,F.01/23/342,2023-11-01,65412540,Certitudo Property XV B.V.,F.01/23/374,2023-11-29,,same_postcode;name_sim_0.60,0.60
5231DC,77091655,Certitudo Tilburg City B.V.,F.01/23/342,2023-11-01,71767304,Certitudo Offices III B.V.,F.01/23/377,2023-12-06,,same_postcode;name_sim_0.60,0.60
5231DC,77091655,Certitudo Tilburg City B.V.,F.01/23/342,2023-11-01,33179703,Certitudo Property XL B.V.,F.01/24/18,2024-01-10,,same_postcode;name_sim_0.60,0.60
5231DC,70982228,Certitudo Property XXXV B.V.,F.01/23/353,2023-11-14,72413840,Certitudo Amsterdam City II B.V.,F.01/24/279,2024-07-10,,same_postcode;name_sim_0.60,0.60
5231DC,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,69841977,Certitudo Offices II C.V.,F.01/23/355,2023-11-14,,same_postcode;name_sim_0.60,0.60
5231DC,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,83975012,Certitudo Amersfoort II C.V.,F.01/23/357,2023-11-15,,same_postcode;name_sim_0.60,0.60
5231DC,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,78435137,Certitudo Trinity Holding B.V.,F.01/23/395,2023-12-20,,same_postcode;name_sim_0.60,0.60
5231DC,69841977,Certitudo Offices II C.V.,F.01/23/355,2023-11-14,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,,same_postcode;name_sim_0.60,0.60
5231DC,66561043,Certitudo Property XIX B.V.,F.01/23/358,2023-11-15,83975012,Certitudo Amersfoort II C.V.,F.01/23/357,2023-11-15,,same_postcode;name_sim_0.60,0.60
5231DC,83975012,Certitudo Amersfoort II C.V.,F.01/23/357,2023-11-15,65412834,Certitudo Facilities V B.V.,F.01/23/372,2023-11-29,,same_postcode;name_sim_0.60,0.60
5231DC,83975012,Certitudo Amersfoort II C.V.,F.01/23/357,2023-11-15,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,,same_postcode;name_sim_0.60,0.60
5231DC,61927724,Certitudo Apeldoorn City B.V.,F.01/23/364,2023-11-22,71166610,Certitudo Property XXXVIII B.V.,F.01/23/370,2023-11-29,,same_postcode;name_sim_0.60,0.60
5231DC,61927724,Certitudo Apeldoorn City B.V.,F.01/23/364,2023-11-22,67210805,Certitudo Offices I B.V.,F.01/24/15,2024-01-10,,same_postcode;name_sim_0.60,0.60
5231DC,65412540,Certitudo Property XV B.V.,F.01/23/374,2023-11-29,65412834,Certitudo Facilities V B.V.,F.01/23/372,2023-11-29,,same_postcode;name_sim_0.60,0.60
5231DC,78435137,Certitudo Trinity Holding B.V.,F.01/23/395,2023-12-20,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,,same_postcode;name_sim_0.60,0.60
5231DC,71794115,Certitudo Offices III C.V.,F.01/23/396,2023-12-20,70299323,Certitudo Property XXXII B.V.,F.01/24/63,2024-01-31,,same_postcode;name_sim_0.60,0.60
5231DC,73524808,Certitudo Amsterdam City Holding B.V.,F.01/23/401,2023-12-20,33179703,Certitudo Property XL B.V.,F.01/24/18,2024-01-10,,same_postcode;name_sim_0.60,0.60
5231DC,67210805,Certitudo Offices I B.V.,F.01/24/15,2024-01-10,70299323,Certitudo Property XXXII B.V.,F.01/24/63,2024-01-31,,same_postcode;name_sim_0.60,0.60
5231DC,81259409,Certitudo Offices IV B.V.,F.01/24/16,2024-01-10,83938435,Certitudo Amersfoort II B.V.,F.01/24/30,2024-01-17,,same_postcode;name_sim_0.60,0.60
5231DC,83938435,Certitudo Amersfoort II B.V.,F.01/24/30,2024-01-17,74346989,Certitudo Amsterdam City II Partner I B.V.,F.01/24/159,2024-04-17,,same_postcode;name_sim_0.60,0.60
6116AH,14130168,GIF Ontwikkeling B.V.,F.03/14/171,2014-05-02,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.60
2914ET,75277107,Zuidplas Care B.V.,F.09/23/99,2023-04-19,82864853,Zuidplas Care Villa Zoetermeer B.V.,F.09/23/101,2023-04-19,,same_postcode;name_sim_0.60,0.60
6101XJ,64279561,New Wave Engineering B.V.,F.03/24/37,2024-02-28,76250814,New Wave by Innovations B.V.,F.03/25/64,2025-02-26,,same_postcode;name_sim_0.60,0.60
1211BL,78267714,SODAQ Engineering B.V.,F.16/24/133,2024-03-20,58921885,SODAQ Holding B.V.,F.16/24/132,2024-03-20,,same_postcode;name_sim_0.60,0.60
5048AB,77395670,Nobilum Training B.V.,F.02/24/112,2024-03-13,72186585,Nobilum Safety B.V.,F.02/24/111,2024-03-13,,same_postcode;name_sim_0.60,0.60
5971NW,59470194,YX Company B.V.,F.16/24/302,2024-07-03,64069303,YX Factory B.V.,F.16/24/338,2024-07-17,,same_postcode;name_sim_0.60,0.60
2401LP,89267222,P. van 't Wout Vijzeltechnieken B.V.,F.09/24/269,2024-07-17,24309637,P. van ´t Wout Holding B.V.,F.09/24/425,2024-11-07,,same_postcode;name_sim_0.60,0.60
3581CW,64047539,ZWS Groep B.V. in liquidatie,F.16/25/119,2025-03-12,90410254,Dionysius Investments B.V. in liquidatie,F.16/25/117,2025-03-12,,same_postcode;name_sim_0.60,0.60
9301ZR,81386400,Bathoorn Beheer B.V.,F.18/25/344,2025-12-03,04019252,Bathoorn V.O.F.,F.18/25/345,2025-12-03,,same_postcode;name_sim_0.60,0.60
1017DA,78707692,Our House Holding B.V.,F.13/24/355,2024-08-28,87158078,Our House International B.V.,F.13/24/357,2024-08-28,,same_postcode;name_sim_0.60,0.60
7005BJ,52881237,Delade Participaties B.V.,F.05/24/102,2024-03-13,64577627,Delade InnovatieBuro B.V.,F.05/25/271,2025-07-23,,same_postcode;name_sim_0.60,0.60
2993LV,66591287,Flinterdijk II B.V.,F.10/16/578,2016-11-10,24271854,Flinter Shipping B.V.,F.10/16/659,2016-12-16,,same_postcode;name_sim_0.60,0.60
2993LV,53846753,Flinter Rose N.V.,F.10/16/560,2016-11-10,04082884,Flinter Shared Services B.V.,F.10/16/569,2016-11-10,,same_postcode;name_sim_0.60,0.60
2993LV,24494308,Flinter America N.V.,F.10/16/558,2016-11-10,04082884,Flinter Shared Services B.V.,F.10/16/569,2016-11-10,,same_postcode;name_sim_0.60,0.60
2993LV,58692363,Flintersun III B.V.,F.10/16/565,2016-11-10,24271854,Flinter Shipping B.V.,F.10/16/659,2016-12-16,,same_postcode;name_sim_0.60,0.60
2993LV,66591120,Flinterduin II B.V.,F.10/16/579,2016-11-10,24271854,Flinter Shipping B.V.,F.10/16/659,2016-12-16,,same_postcode;name_sim_0.60,0.60
2993LV,24271854,Flinter Shipping B.V.,F.10/16/659,2016-12-16,04086372,Flinter Rachel B.V.,F.10/16/601,2016-11-22,,same_postcode;name_sim_0.60,0.60
1082MS,60991887,Galahad Holding B.V.,F.13/24/1,2024-01-03,72013389,PomGen Holdings B.V.,F.13/20/255,2020-07-15,,same_postcode;name_sim_0.60,0.60
1165MS,59366672,Otravo Holding B.V.,F.13/22/283,2022-12-22,34062746,Otravo B.V.,F.13/22/285,2022-12-22,,same_postcode;name_sim_0.60,0.60
1314CJ,58058982,Red Data Consultancy B.V.,F.16/24/396,2024-08-28,58059148,Red Data Innovations B.V.,F.16/25/313,2025-06-25,,same_postcode;name_sim_0.60,0.60
1382JK,58829237,SolarClarity Shared Services B.V.,F.13/24/469,2024-11-13,32123093,SolarClarity B.V.,F.13/24/468,2024-11-13,,same_postcode;name_sim_0.60,0.60
4207HA,24384808,Tripticom Intelligence B.V.,F.10/24/506,2025-01-02,24384804,Tripticom Business Solutions B.V.,F.10/25/75,2025-03-05,,same_postcode;name_sim_0.60,0.60
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,53541197,Weststaete Spread Fund Funding B.V.,F.16/15/434,2015-05-28,68320,same_postcode;shared_sbi;name_sim_0.60,0.60
3584BN,54623006,Weststaete Residential Fund Funding B.V.,F.16/15/439,2015-05-28,50055240,Weststaete Holding B.V.,F.16/15/423,2015-05-28,,same_postcode;name_sim_0.60,0.60
3208KL,82089515,Safely Group B.V.,F.10/25/44,2025-02-12,82101078,Safely Consultancy B.V.,F.10/25/58,2025-02-19,,same_postcode;name_sim_0.60,0.60
3565CL,82458022,D&MS International Holding B.V.,F.16/25/272,2025-05-28,17131987,D & MS Holding B.V.,F.16/25/274,2025-05-29,,same_postcode;name_sim_0.60,0.60
3077AN,85333735,Heijvast Vastgoedonderhoud B.V.,F.10/25/359,2025-09-22,85329606,Heijvast Groep B.V.,F.10/25/357,2025-09-22,,same_postcode;name_sim_0.60,0.60
3077AN,85333735,Heijvast Vastgoedonderhoud B.V.,F.10/25/359,2025-09-22,85329606,Heijvast Groep B.V.,S.10/25/8,2025-09-15,,same_postcode;name_sim_0.60,0.60
3077AN,85329606,Heijvast Groep B.V.,F.10/25/357,2025-09-22,85333735,Heijvast Vastgoedonderhoud B.V.,S.10/25/10,2025-09-15,,same_postcode;name_sim_0.60,0.60
3077AN,85329606,Heijvast Groep B.V.,S.10/25/8,2025-09-15,85333735,Heijvast Vastgoedonderhoud B.V.,S.10/25/10,2025-09-15,,same_postcode;name_sim_0.60,0.60
5531MB,76043126,TOM TMP B.V.,F.01/22/100,2022-07-20,18077169,TOM B.V.,F.01/22/99,2022-07-20,,same_postcode;name_sim_0.60,0.60
5531MB,76043118,TOM B2C B.V.,F.01/22/101,2022-07-20,18077169,TOM B.V.,F.01/22/99,2022-07-20,,same_postcode;name_sim_0.60,0.60
5531MB,76043134,TOM TWM B.V.,F.01/22/104,2022-07-20,18077169,TOM B.V.,F.01/22/99,2022-07-20,,same_postcode;name_sim_0.60,0.60
6657KL,83972757,Yorway Holding B.V.,F.13/25/345,2025-08-20,83977279,Yorway B.V.,F.13/25/342,2025-08-20,,same_postcode;name_sim_0.60,0.60
6657KL,83972757,Yorway Holding B.V.,F.13/25/345,2025-08-20,83977279,Yorway B.V.,F.05/25/316,2025-08-21,,same_postcode;name_sim_0.60,0.60
6657KL,83977279,Yorway B.V.,F.13/25/342,2025-08-20,83972757,Yorway Holding B.V.,F.05/25/315,2025-08-21,,same_postcode;name_sim_0.60,0.60
6657KL,83977279,Yorway B.V.,F.05/25/316,2025-08-21,83972757,Yorway Holding B.V.,F.05/25/315,2025-08-21,,same_postcode;name_sim_0.60,0.60
5816AK,75293730,Vreba Melkvee CV,F.03/25/220,2025-08-20,78468825,Vreba Genetics B.V.,F.03/25/222,2025-08-20,01411,same_postcode;shared_sbi;name_sim_0.60,0.60
2421LL,73895830,Virtical Group B.V.,F.09/24/491,2024-12-25,73898791,Virtical Finance B.V.,F.09/24/489,2024-12-25,,same_postcode;name_sim_0.60,0.60
5101BB,83425063,SULTA Secure Netherlands B.V.,F.02/25/269,2025-09-17,94766401,LOUAY Staffing Netherlands B.V.,F.02/25/282,2025-10-01,"78100,78201",same_postcode;shared_sbi;name_sim_0.60,0.60
5171RA,18103644,Pepping Bontenbal Groep B.V.,F.02/12/336,2012-04-26,18075099,Pepping Renovatie B.V.,F.02/12/342,2012-05-03,,same_postcode;name_sim_0.60,0.60
7766BT,89615611,Isolar Energie B.V.,F.18/25/303,2025-11-05,83821279,Isolar B.V.,F.18/25/302,2025-11-05,,same_postcode;name_sim_0.60,0.60
1811HD,65884701,Clarks Amsterdam B.V.,F.15/24/7,2024-01-10,60791373,Clarks Utrecht B.V.,F.15/24/14,2024-01-10,47721,same_postcode;shared_sbi;name_sim_0.60,0.60
1811HD,65884701,Clarks Amsterdam B.V.,F.15/24/7,2024-01-10,63966999,Clarks Haarlem B.V.,F.15/24/11,2024-01-10,,same_postcode;name_sim_0.60,0.60
1811HD,27278302,Clarks Eindhoven B.V.,F.15/24/15,2024-01-10,60791373,Clarks Utrecht B.V.,F.15/24/14,2024-01-10,47721,same_postcode;shared_sbi;name_sim_0.60,0.60
3902HN,71926739,MolGen B.V.,F.16/25/595,2025-12-17,77866606,MolGen Holding B.V.,F.16/25/596,2025-12-17,70102,same_postcode;shared_sbi;name_sim_0.60,0.60
8912AN,73949892,Carver Europe B.V.,F.18/24/224,2024-07-17,23083494,Carver Technology B.V.,F.18/24/223,2024-07-17,,same_postcode;name_sim_0.60,0.60
4382ZA,92083145,JB Nautic Service B.V.,F.02/25/367,2025-12-24,72260386,Gould Logistic Services B.V.,F.02/25/38,2025-02-12,,same_postcode;name_sim_0.60,0.60
2803PE,24147357,Imtech Capital B.V.,F.10/15/578,2015-08-14,29046001,Imtech B.V.,F.10/15/579,2015-08-14,,same_postcode;name_sim_0.60,0.60
5451HZ,31043400,Heckett Home & Living B.V.,F.01/25/213,2025-08-13,85089311,HeckettLane Offline B.V.,F.01/25/219,2025-08-13,,same_postcode;name_sim_0.60,0.60
6211LE,58931899,Saillant Hotel Maastricht B.V.,F.03/26/4,2026-01-07,14045175,TOBA Maastricht B.V.,F.03/22/120,2022-11-23,56111,same_postcode;shared_sbi;name_sim_0.60,0.60
6199AG,13028999,Feeture Voetzorg Holding B.V.,F.03/23/30,2023-03-08,13017333,Penders Voetzorg B.V.,F.03/23/29,2023-03-07,,same_postcode;name_sim_0.60,0.60
7547SJ,91480752,Kozijnrenovatie Nederland B.V.,F.08/25/60,2025-03-06,91480302,Kunststof Advies Nederland B.V.,F.08/25/304,2025-11-20,43320,same_postcode;shared_sbi,0.59
7514AR,06056282,Autoverhuur Bleeker Twente B.V.,F.08/19/254,2019-09-12,67278353,Carlease Twente B.V.,F.08/19/255,2019-09-12,"77111,77112",same_postcode;shared_sbi,0.59
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77902165,Vava Piusplein B.V.,F.10/25/348,2025-09-11,"56111,64210",same_postcode;shared_sbi,0.58
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77902165,Vava Piusplein B.V.,F.02/25/263,2025-09-10,"56111,64210",same_postcode;shared_sbi,0.58
7571ED,66113903,Ter Stege Exploitatie B.V.,F.08/25/224,2025-09-04,54446597,Outdoors Holten Exploitatie B.V.,F.08/25/233,2025-09-09,55101,same_postcode;shared_sbi,0.58
6921RE,09090629,S.C.R. Retail B.V.,F.05/23/214,2023-06-26,09085220,Score Retail Nederland B.V.,F.05/23/219,2023-06-26,47713,same_postcode;shared_sbi,0.57
7005BP,09015742,L. Wesselink B.V.,F.05/23/248,2023-07-19,90551036,Timmerfabriek Wesselink B.V.,F.05/25/96,2025-02-27,16250,same_postcode;shared_sbi,0.57
3088GB,94622957,Opticom Thermo Logistics B.V.,F.10/25/332,2025-09-03,83010076,Smartins Logistics,F.10/25/403,2025-11-05,49410,same_postcode;shared_sbi,0.57
4462GG,52974928,Bax Groep Holding B.V.,F.02/25/86,2025-04-01,52974650,Bax Onroerend Goed B.V.,F.02/25/118,2025-04-17,64210,same_postcode;shared_sbi,0.57
7451CH,06068753,Oad GROEP B.V.,F.08/13/816,2013-09-26,38019117,OAD Services B.V.,F.08/13/827,2013-09-26,64320,same_postcode;shared_sbi,0.57
9001ZJ,41004135,Stichting Sisa,F.17/16/71,2016-04-28,01124141,Stichting Sisa Tussenschoolse Opvang,F.17/16/75,2016-04-28,88910,same_postcode;shared_sbi,0.56
9104BC,74131168,MeiDy Wenje B.V.,F.17/23/19,2023-03-22,76885615,MeiDy Ambulant B.V.,F.17/23/20,2023-03-22,88991,same_postcode;shared_sbi,0.56
4704RK,56520360,ASK Romein Beheer B.V.,F.02/23/176,2023-07-19,22032716,M.D. Davidse Beheer B.V.,F.02/23/178,2023-07-19,64210,same_postcode;shared_sbi,0.56
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,54623197,Weststaete Residential Fund Beheer B.V.,F.16/15/442,2015-05-28,68320,same_postcode;shared_sbi,0.56
1811HD,65884701,Clarks Amsterdam B.V.,F.15/24/7,2024-01-10,27278302,Clarks Eindhoven B.V.,F.15/24/15,2024-01-10,47721,same_postcode;shared_sbi,0.56
6247EA,14084117,Virenze Algemeen Beheer B.V.,F.03/17/374,2017-12-20,14084122,Virenze Riagg B.V.,F.03/17/375,2017-12-20,64210,same_postcode;shared_sbi,0.56
2988CK,24186231,Top Logistics B.V.,S.10/25/14,2025-12-04,59854731,TOP Distribution B.V.,S.10/25/13,2025-12-04,52250,same_postcode;shared_sbi,0.55
2988CK,24186231,Top Logistics B.V.,S.10/25/14,2025-12-04,59854731,TOP Distribution B.V.,F.10/25/444,2025-12-08,52250,same_postcode;shared_sbi,0.55
2988CK,24186231,Top Logistics B.V.,F.10/25/445,2025-12-08,59854731,TOP Distribution B.V.,S.10/25/13,2025-12-04,52250,same_postcode;shared_sbi,0.55
2988CK,24186231,Top Logistics B.V.,F.10/25/445,2025-12-08,59854731,TOP Distribution B.V.,F.10/25/444,2025-12-08,52250,same_postcode;shared_sbi,0.55
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77894960,Vava Holding B.V.,F.10/25/349,2025-09-12,64210,same_postcode;shared_sbi,0.55
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77894960,Vava Holding B.V.,F.05/25/335,2025-09-11,64210,same_postcode;shared_sbi,0.55
3336LE,51422107,Akulux B.V.,F.10/21/158,2021-08-11,71200827,Akulux Aluminium B.V.,F.10/21/159,2021-08-11,46838,same_postcode;shared_sbi,0.55
6116AH,12051066,1A1 Ontwikkeling B.V.,F.03/14/173,2014-05-02,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.55
6116AH,14090964,NBO Project I B.V.,F.03/14/305,2014-08-05,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.55
1081JK,33282239,BOERCROON CONSULTING B.V.,F.13/14/547,2014-10-06,33228313,BOERCROON COMPANIES AND ASSIGNMENTS B.V.,F.13/14/549,2014-10-06,70201,same_postcode;shared_sbi,0.55
4814RA,71983244,ITS Expeditie B.V.,F.02/24/194,2024-05-08,57699186,ITS Breda B.V.,F.02/24/193,2024-05-08,52310,same_postcode;shared_sbi,0.55
9401ES,65925017,Fusion Interactive B.V.,F.18/24/273,2024-09-17,50673815,Fusion Labs B.V.,F.18/24/292,2024-09-27,64210,same_postcode;shared_sbi,0.55
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,54623006,Weststaete Residential Fund Funding B.V.,F.16/15/439,2015-05-28,68320,same_postcode;shared_sbi,0.55
1713GC,82907331,Blim Groep B.V.,F.15/24/264,2024-09-19,67151825,Blim Holding B.V.,F.15/24/255,2024-09-18,64210,same_postcode;shared_sbi,0.55
2803PE,59699027,Imtech UK Group B.V.,F.10/15/640,2015-09-10,24147357,Imtech Capital B.V.,F.10/15/578,2015-08-14,64210,same_postcode;shared_sbi,0.55
1251PA,80198694,Unbrick Group B.V.,F.05/26/3,2026-01-07,83345957,Unbrick Leisure Development B.V.,F.05/26/6,2026-01-07,64210,same_postcode;shared_sbi,0.55
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77902394,Vava Leidsenhage B.V.,F.09/25/308,2025-09-10,56111,same_postcode;shared_sbi,0.54
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77902394,Vava Leidsenhage B.V.,F.10/25/344,2025-09-11,56111,same_postcode;shared_sbi,0.54
2541TZ,81732317,Lux Food Supermarkt B.V.,F.09/25/294,2025-08-27,76904318,Supermarkt Smaczek B.V.,F.09/25/313,2025-09-10,"46311,52310",same_postcode;shared_sbi,0.54
8400AC,53664388,ZiuZ Forensics B.V.,F.18/24/201,2024-06-28,01097370,ZiuZ Holding B.V.,F.18/24/199,2024-06-28,64210,same_postcode;shared_sbi,0.54
6247EA,14100265,Prima Virenze B.V.,F.03/18/9,2018-01-11,14084122,Virenze Riagg B.V.,F.03/17/375,2017-12-20,86930,same_postcode;shared_sbi,0.54
6921RE,09137004,Score International B.V.,F.05/23/217,2023-06-26,09085218,Score Wholesale B.V.,F.05/23/216,2023-06-26,46421,same_postcode;shared_sbi,0.53
6116AH,14130163,NBO Project XXXVII,F.03/14/174,2014-05-02,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.53
6417BX,62774492,HIPP Uitzendgroep B.V.,F.03/23/180,2023-10-25,51836513,HIPP-Payrollgroep B.V.,F.03/23/181,2023-10-25,78201,same_postcode;shared_sbi,0.53
1013BC,66919924,BALR Stores B.V.,F.13/25/286,2025-07-17,57910960,BALR B.V.,F.13/25/284,2025-07-17,47713,same_postcode;shared_sbi,0.53
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,55796028,Weststaete Property Fund Beheer I B.V.,F.16/15/443,2015-05-28,68320,same_postcode;shared_sbi,0.53
1072SB,56235852,Blake & Partners Nederland B.V.,F.13/25/52,2025-02-12,34315353,SAM Recruitment Netherlands B.V.,F.13/25/48,2025-02-12,78100,same_postcode;shared_sbi,0.53
8400AC,50062409,ZiuZ Pharma Automation B.V.,F.18/24/203,2024-06-28,01097370,ZiuZ Holding B.V.,F.18/24/199,2024-06-28,64210,same_postcode;shared_sbi,0.53
5613LG,67828353,1id Holding B.V.,F.01/20/220,2020-08-12,66887283,1id Concepts B.V.,F.01/20/221,2020-08-12,70201,same_postcode;shared_sbi,0.52
1014AS,88408183,Boxx Opslagverhuur Waalwijk B.V.,F.13/24/185,2024-05-21,64893707,Boxx Opslagdiensten B.V.,F.13/24/232,2024-06-06,52109,same_postcode;shared_sbi,0.52
6466NG,84662220,Stamex Projects B.V.,F.03/24/41,2024-03-05,14632528,Stalumex B.V.,F.03/24/42,2024-03-05,25110,same_postcode;shared_sbi,0.52
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,55796168,Weststaete Property Fund Beheer II B.V.,F.16/15/444,2015-05-28,68320,same_postcode;shared_sbi,0.52
8071CS,77075218,Slimair B.V.,F.05/25/371,2025-10-06,80278078,Slimair Installaties B.V.,F.15/25/270,2025-10-10,43222,same_postcode;shared_sbi,0.52
8071CS,77075218,Slimair B.V.,F.05/25/371,2025-10-06,80278078,Slimair Installaties B.V.,F.05/25/376,2025-10-13,43222,same_postcode;shared_sbi,0.52
8071CS,77075218,Slimair B.V.,F.15/25/259,2025-10-03,80278078,Slimair Installaties B.V.,F.15/25/270,2025-10-10,43222,same_postcode;shared_sbi,0.52
8071CS,77075218,Slimair B.V.,F.15/25/259,2025-10-03,80278078,Slimair Installaties B.V.,F.05/25/376,2025-10-13,43222,same_postcode;shared_sbi,0.52
6825MV,84823747,MPS Supply Chain B.V.,S.05/25/12,2025-10-24,09153024,MPS Holding B.V.,S.05/25/9,2025-10-24,28990,same_postcode;shared_sbi,0.52
6825MV,84823747,MPS Supply Chain B.V.,S.05/25/12,2025-10-24,09153024,MPS Holding B.V.,F.05/25/392,2025-10-29,28990,same_postcode;shared_sbi,0.52
6825MV,09153024,MPS Holding B.V.,S.05/25/9,2025-10-24,84823747,MPS Supply Chain B.V.,F.05/25/396,2025-10-29,28990,same_postcode;shared_sbi,0.52
6825MV,84823747,MPS Supply Chain B.V.,F.05/25/396,2025-10-29,09153024,MPS Holding B.V.,F.05/25/392,2025-10-29,28990,same_postcode;shared_sbi,0.52
1931AP,68884362,Raak! Kokomo B.V.,F.15/25/326,2025-12-10,68883986,Raak! Web Store B.V.,F.15/25/325,2025-12-10,47713,same_postcode;shared_sbi,0.52
9001ZJ,41004135,Stichting Sisa,F.17/16/71,2016-04-28,41003831,Stichting Kinderopvang Zuidwest Friesland,F.17/16/72,2016-04-28,88910,same_postcode;shared_sbi,0.51
6116AH,14130159,NBP Project XXII B.V.,F.03/14/175,2014-05-02,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.51
7451CH,38019126,OAD Participaties B.V.,F.08/13/825,2013-09-26,38021192,"Globe Reisburo, Participaties en Franchise B.V.",F.08/13/830,2013-09-26,70102,same_postcode;shared_sbi,0.51
9974SL,02036332,Heiploeg Beheer B.V.,F.18/14/27,2014-01-29,02047167,Noord Zuid Beheer B.V.,F.18/14/33,2014-01-29,64210,same_postcode;shared_sbi,0.50
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,77894960,Vava Holding B.V.,F.10/25/349,2025-09-12,64210,same_postcode;shared_sbi,0.50
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,77894960,Vava Holding B.V.,F.05/25/335,2025-09-11,64210,same_postcode;shared_sbi,0.50
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,77894960,Vava Holding B.V.,F.10/25/349,2025-09-12,64210,same_postcode;shared_sbi,0.50
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,77894960,Vava Holding B.V.,F.05/25/335,2025-09-11,64210,same_postcode;shared_sbi,0.50
1461GT,37145330,Maru Innovations B.V.,F.15/24/322,2024-12-04,37146592,Maru Engineering B.V.,F.15/24/321,2024-12-04,46644,same_postcode;shared_sbi,0.50
6825MV,09153024,MPS Holding B.V.,S.05/25/9,2025-10-24,57345996,MPS Group B.V.,F.05/25/411,2025-11-12,64210,same_postcode;shared_sbi,0.50
6825MV,09153024,MPS Holding B.V.,F.05/25/392,2025-10-29,57345996,MPS Group B.V.,F.05/25/411,2025-11-12,64210,same_postcode;shared_sbi,0.50
7451CH,38008847,OAD B.V.,F.08/13/817,2013-09-26,06068753,Oad GROEP B.V.,F.08/13/816,2013-09-26,64210,same_postcode;shared_sbi,0.50
9001ZJ,41003831,Stichting Kinderopvang Zuidwest Friesland,F.17/16/72,2016-04-28,01124141,Stichting Sisa Tussenschoolse Opvang,F.17/16/75,2016-04-28,88910,same_postcode;shared_sbi,0.49
1081JK,33228313,BOERCROON COMPANIES AND ASSIGNMENTS B.V.,F.13/14/549,2014-10-06,30112043,BOERCROON SERVICES B.V.,F.13/14/548,2014-10-06,70201,same_postcode;shared_sbi,0.49
6116AH,14130168,GIF Ontwikkeling B.V.,F.03/14/171,2014-05-02,14130174,GIF Grondbank B.V.,F.03/14/172,2014-05-02,68120,same_postcode;shared_sbi,0.48
1931AP,68884362,Raak! Kokomo B.V.,F.15/25/326,2025-12-10,68857683,Raak! Ibiza Store B.V.,F.15/25/328,2025-12-10,47120,same_postcode;shared_sbi,0.48
8400AC,53663438,ZiuZ Research B.V.,F.18/24/204,2024-06-28,01097370,ZiuZ Holding B.V.,F.18/24/199,2024-06-28,64210,same_postcode;shared_sbi,0.48
